No,分局,派出所,警編,位置
18427,岡山分局,壽天派出所,KC105A0150,岡山路與柳橋東路口(慢車道-向北)
18428,岡山分局,壽天派出所,KC105A0151,岡山路與柳橋東路口(向西)
18429,岡山分局,壽天派出所,KC105A0152,岡山路與柳橋東路口(向東)
18430,岡山分局,壽天派出所,KC105A0153,岡山路與柳橋東路口(全景-向南)
18431,岡山分局,壽天派出所,KC105A0154,岡山路與民有路口(快車道-向東)
18432,岡山分局,壽天派出所,KC105A0155,岡山路與民有路口(慢車道-向東)
18433,岡山分局,壽天派出所,KC105A0156,岡山路與校前路口(快車道-向西)
18434,岡山分局,壽天派出所,KC105A0157,岡山路與校前路口(慢車道-向西)
18435,岡山分局,壽天派出所,KC105A0158,岡山路與民有路口(全景-向北)
18436,岡山分局,壽天派出所,KC105A0159,國軒路與中山南路(快車道-向西)
18437,岡山分局,壽天派出所,KC105A0160,國軒路與中山南路(慢車道-向東)
18438,岡山分局,壽天派出所,KC105A0161,中山南路與中山南路口(全景-向東)
18439,岡山分局,壽天派出所,KC105A0162,國軒路與岡山南路(向東)
18440,岡山分局,壽天派出所,KC105A0163,國軒路與岡山南路(向西)
18441,岡山分局,壽天派出所,KC105A0164,國軒路與岡山南路(全景-向北)
18442,岡山分局,壽天派出所,KC105A0165,竹圍西街與竹圍南街口(向南)
18443,岡山分局,壽天派出所,KC105A0166,大仁北路147號(向北)
18444,岡山分局,壽天派出所,KC105A0167,竹圍西街與竹圍南街路口(向北)
18445,岡山分局,壽天派出所,KC105A0168,竹圍西街與竹圍南街路口(向東)
18446,岡山分局,壽天派出所,KC105A0169,竹圍南街與大仁北路口(全景-向西)
18447,岡山分局,壽天派出所,KC105A0170,竹圍南街與竹圍東街口(全景-向南)
18448,岡山分局,壽天派出所,KC105A0171,中山南路419號旁(向東)
18449,岡山分局,壽天派出所,KC105A0172,中山南路與大德三路口(向南)
18450,岡山分局,壽天派出所,KC105A0173,中山南路與大德三路口(全景-向南)
18451,岡山分局,壽天派出所,KC105A0174,中山南路與大德三路口(向西)
18452,岡山分局,壽天派出所,KC106C0498,KC106C0498_捷運南岡山站1號出口(西向東)
18453,岡山分局,壽天派出所,KC106C0499,KC106C0499_捷運南岡山站2號出口(東向西)
18454,岡山分局,壽天派出所,KC106C0512,KC106C0512_岡山北路、本工路(北向南)
18455,岡山分局,壽天派出所,KC106C0513,KC106C0513_岡山北路、本工路(北向南)
18456,岡山分局,壽天派出所,KC106C0514,KC106C0514_岡山北路、本工路(北向南)
18457,岡山分局,壽天派出所,KC106C0515,KC106C0515_岡山北路、本工路(南向北)
18458,岡山分局,壽天派出所,KC106C0516,KC106C0516_岡山北路、本工路(南向北)
18459,岡山分局,壽天派出所,KC106C0517,KC106C0517_岡山北路、本工路(南向北)
18460,岡山分局,壽天派出所,KC108A0582,KC108A0582_岡山區嘉新東路2-1號斜對面路標指標桿
18461,岡山分局,壽天派出所,KC108A0583,KC108A0583_岡山區嘉新東路與聖森路口號誌桿
18462,岡山分局,壽天派出所,KC108A0584,KC108A0584_岡山區嘉新東路1-1號對面電桿_大崗山高幹18-2
18463,岡山分局,壽天派出所,KC108A0585,KC108A0585_岡山區聖森路508號斜對面分隔島路燈桿_竹圍124
18464,岡山分局,壽天派出所,KC108A0586,KC108A0586_岡山區聖森路508號斜對面分隔島路燈桿_竹圍124
18465,岡山分局,壽天派出所,KC108A0587,KC108A0587_岡山區聖森路508號前分隔島路燈桿_竹圍123
18466,岡山分局,壽天派出所,KC108A0588,KC108A0588_岡山區聖森路508號前分隔島路燈桿_竹圍123
18467,岡山分局,壽天派出所,KC108A0589,KC108A0589_岡山區聖森路508號前分隔島路燈桿_竹圍123
18468,岡山分局,壽天派出所,KC108A0592,KC108A0592_岡山區岡山南路與阿公店路二段口分隔島號誌桿
18469,岡山分局,壽天派出所,KC108A0593,KC108A0593_岡山區岡山南路與阿公店路二段口分隔島路燈桿
18470,岡山分局,壽天派出所,KC108A0594,KC108A0594_岡山區岡山南路57號分隔島路燈桿_大遼247
18471,岡山分局,壽天派出所,KC108A0595,KC108A0595_岡山區岡山南路57號分隔島路燈桿_大遼247
18472,岡山分局,壽天派出所,KC108A0596,KC108A0596_岡山區岡山南路與介壽東路口東北角路燈桿_大寮309
18473,岡山分局,壽天派出所,KC108A0597,KC108A0597_岡山區岡山南路與介壽東路口東北角路燈桿_大寮309
18474,岡山分局,壽天派出所,KC108A0598,KC108A0598_岡山區介壽路27號前路標指示桿
18475,岡山分局,壽天派出所,KC108A0599,KC108A0599_岡山區岡山南路與介壽路口西南角電桿_岡秀高幹1-1
18476,岡山分局,壽天派出所,KC109A0576,KC109A0576_為隨東路94號旁為隨路燈037旁電信桿
18477,岡山分局,壽天派出所,KC109A0577,KC109A0577_為隨東路94號旁為隨路燈037旁電信桿
18478,岡山分局,壽天派出所,KC109A0578,KC109A0578_為隨東路九孔橋西北角號誌桿
18479,岡山分局,壽天派出所,KC109A0579,KC109A0579_為隨東路九孔橋西北角號誌桿
18480,岡山分局,壽天派出所,KC109A0580,KC109A0580_為隨東路九孔橋東南角電信桿
18481,岡山分局,壽天派出所,KC109A0581,KC109A0581_介壽東路與岡燕路口分隔島號誌桿
18482,岡山分局,壽天派出所,KC109A0582,KC109A0582_介壽東路與岡燕路口東南角電信桿
18483,岡山分局,壽天派出所,KC109A0583,KC109A0583_介壽東路與岡燕路口東南角電信桿
18484,岡山分局,壽天派出所,KC109A0584,KC109A0584_介壽東路與岡燕路口分隔島路燈桿
18485,岡山分局,壽天派出所,KC109A0585,KC109A0585_介壽東路與岡燕路口分隔島路燈桿
18486,岡山分局,壽天派出所,KC109A0586,KC109A0586_介壽東路與岡燕路口電桿_岡燕高幹45
18487,岡山分局,壽天派出所,KC109A0587,KC109A0587_介壽東路與岡燕路口東北角路燈桿_橙香421
18488,岡山分局,壽天派出所,KC109A0588,KC109A0588_介壽東路與岡燕路口分隔島路燈桿
18489,岡山分局,壽天派出所,KC109A0589,KC109A0589_中山南路與岡山南路口分隔島路燈桿_大遼237
18490,岡山分局,壽天派出所,KC109A0590,KC109A0590_中山南路與岡山南路口分隔島鐵桿
18491,岡山分局,壽天派出所,KC109A0591,KC109A0591_中山南路與岡山南路口分隔島鐵桿
18492,岡山分局,壽天派出所,KC109A0592,KC109A0592_中山南路與岡山南路口分隔島號誌桿
18493,岡山分局,壽天派出所,KC109A0593,KC109A0593_中山南路與岡山南路口分隔島號誌桿
18494,岡山分局,壽天派出所,KC109A0594,KC109A0594_中山南路與岡山南路口分隔島號誌桿
18495,岡山分局,壽天派出所,KC109A0595,KC109A0595_中山南路岡山南路口東北角電桿
18496,岡山分局,前峰派出所,KD00930,柳橋西路往空軍醫院(西)(104蘇維)
18497,岡山分局,前峰派出所,KD00931,仁壽路往仁壽橋(北)(104蘇維)
18498,岡山分局,前峰派出所,KD00932,柳橋西路往柳橋東路(東)(104蘇維)
18499,岡山分局,前峰派出所,KD00933,中華路往柳橋西路(東南)(104蘇維)
18500,岡山分局,前峰派出所,KD00934,仁壽路往陽明公園(南)(104蘇維)
18501,岡山分局,前峰派出所,KD00935,仁壽路與柳橋西路口主機(全景-南)(104蘇維)
18502,岡山分局,前峰派出所,KD00936,大義二路往公園西路(東)
18503,岡山分局,前峰派出所,KD00937,柳橋西路往仁壽路(慢)(南)
18504,岡山分局,前峰派出所,KD00938,柳橋西路往仁壽路(快)(南)
18505,岡山分局,前峰派出所,KD00939,公園西路往大義二路(西)
18506,岡山分局,前峰派出所,KD00940,柳橋西路往通校(慢)(北)
18507,岡山分局,前峰派出所,KD00941,柳橋西路往通校(快)(北)
18508,岡山分局,前峰派出所,KD00942,柳橋西路與公園西路三段主機(全景-北)
18509,岡山分局,前峰派出所,KD00949,壽天路往仁壽橋慢車道(西)
18510,岡山分局,前峰派出所,KD00950,壽天路往仁壽橋快車道(西)
18511,岡山分局,前峰派出所,KD00951,仁壽橋往壽天路慢車道(西)
18512,岡山分局,前峰派出所,KD00952,仁壽橋往壽天路快車道(西)
18513,岡山分局,前峰派出所,KD00953,阿公店二路往柳橋西慢車道(西)
18514,岡山分局,前峰派出所,KD00954,阿公店二路往柳橋西快車道(西)
18515,岡山分局,前峰派出所,KD00955,仁壽路往仁壽橋(西)
18516,岡山分局,前峰派出所,KD00956,仁壽橋往仁壽路(西)
18517,岡山分局,前峰派出所,KD00957,仁壽、阿公店全景(西)
18518,岡山分局,前峰派出所,KD00958,阿公店、前鋒全景(西)
18519,岡山分局,前峰派出所,KD00959,阿公店二路往前鋒全景(西)
18520,岡山分局,前峰派出所,KD00960,前鋒路往公園西路(西)
18521,岡山分局,前峰派出所,KD00961,河華路往巨輪路(西)
18522,岡山分局,前峰派出所,KD00962,前鋒路往本洲橋(西)
18523,岡山分局,前峰派出所,KD00963,巨輪路往河華路(西)
18524,岡山分局,前峰派出所,KD00964,前鋒、河華全景(西)
18525,岡山分局,前峰派出所,KD00965,公園西路往空軍醫院慢車道(西)(104維)
18526,岡山分局,前峰派出所,KD00966,公園西路往空軍醫院快車道(西)(104維)
18527,岡山分局,前峰派出所,KD00967,公園西路往前峰路慢車道(西)(104維)
18528,岡山分局,前峰派出所,KD00968,公園西路往前峰路快車道(西)(104維)
18529,岡山分局,前峰派出所,KD00969,民族路往民族圓環(西)(104維)
18530,岡山分局,前峰派出所,KD00970,公園西路、民族路全景(西)(104維)
18531,岡山分局,前峰派出所,KD00971,前峰路往河華路(西)
18532,岡山分局,前峰派出所,KD00972,中華路民族圓環(西)
18533,岡山分局,前峰派出所,KD00973,前峰路往仁壽橋(西)(104維)
18534,岡山分局,前峰派出所,KD00974,中華路往中華橋(西)
18535,岡山分局,前峰派出所,KD00975,阿公店二路往中華路(西)(104維)
18536,岡山分局,前峰派出所,KD00976,阿公店二路往仁壽路(西)(104維)
18537,岡山分局,前峰派出所,KD00977,前峰路、中華路全景(西)(104維)
18538,岡山分局,前峰派出所,KD00978,中華路、阿公店二路全景(西)(104維)
18539,岡山分局,前峰派出所,KD00979,仁壽路往寶米路(西)
18540,岡山分局,前峰派出所,KD00980,介壽路往介壽西路(西)
18541,岡山分局,前峰派出所,KD00981,寶米路往仁壽路(西)
18542,岡山分局,前峰派出所,KD00982,介壽西路往仁壽路(西)
18543,岡山分局,前峰派出所,KD00983,仁壽路、寶米路全景(西)
18544,岡山分局,前峰派出所,KD00984,仁壽路往仁壽橋(西)
18545,岡山分局,前峰派出所,KD00985,大義二路往介壽橋(西)
18546,岡山分局,前峰派出所,KD00986,仁壽路往寶米路(西)
18547,岡山分局,前峰派出所,KD00987,大義二路往空軍醫院(西)
18548,岡山分局,前峰派出所,KD00988,仁壽路、大義二路全景(西)
18549,岡山分局,前峰派出所,KD00989,前峰路往仁壽橋(西)
18550,岡山分局,前峰派出所,KD00990,前峰路往本州(西)
18551,岡山分局,前峰派出所,KD00991,公園西路往空醫慢車(西)
18552,岡山分局,前峰派出所,KD00992,公園西路往空醫快車(西)
18553,岡山分局,前峰派出所,KD00993,公園西路往公園路橋(西)
18554,岡山分局,前峰派出所,KD00994,前峰路與公園西路二段口主機(全景-西)
18555,岡山分局,前峰派出所,KD91301,民族路往前峰所
18556,岡山分局,前峰派出所,KD91302,中華路往前峰路
18557,岡山分局,前峰派出所,KD91303,民族路往仁壽路
18558,岡山分局,前峰派出所,KD91304,中華路往仁壽路
18559,岡山分局,前峰派出所,KD91305,中華路全景
18560,岡山分局,前峰派出所,KD91306,民族路全景
18561,岡山分局,前峰派出所,KC100G1395,岡山區通校路與通校路190巷口向東
18562,岡山分局,前峰派出所,KC100G1396,岡山區通校路與協和街口向北(內車道)
18563,岡山分局,前峰派出所,KC100G1397,岡山區通校路與協和街口向北(外車道)
18564,岡山分局,前峰派出所,KC100G1398,岡山區通校路與協和街口向西
18565,岡山分局,前峰派出所,KC100G1399,岡山區通校路與協和街口向北(全景)
18566,岡山分局,前峰派出所,KC100G1400,岡山區通校路與協和街口向南(內車道)
18567,岡山分局,前峰派出所,KC100G1401,岡山區通校路與協和街口向南(外車道)
18568,岡山分局,前峰派出所,KC100G1402,岡山區協德街與協德街75巷口向西
18569,岡山分局,前峰派出所,KC100G1403,岡山區柳橋西路與協德街口向北
18570,岡山分局,前峰派出所,KC100G1404,岡山區柳橋西路與協德街口向北(全景)
18571,岡山分局,前峰派出所,KC100G1405,岡山區柳橋西路與協德街口向西
18572,岡山分局,前峰派出所,KC100G1406,岡山區柳橋西路與協德街口向東(內車道)
18573,岡山分局,前峰派出所,KC100G1407,岡山區柳橋西路與協德街口向東(外車道)
18574,岡山分局,前峰派出所,KC100G1408,岡山區柳橋西路與協德街口向南
18575,岡山分局,前峰派出所,KC100G1409,岡山區柳橋西路與協德街口向西(內車道)
18576,岡山分局,前峰派出所,KC100G1410,岡山區柳橋西路與協德街口向西(外車道)
18577,岡山分局,前峰派出所,KC101D2200,岡山區寶米與光潭路口
18578,岡山分局,前峰派出所,KC101D2201,岡山區寶米與光潭路口
18579,岡山分局,前峰派出所,KC101D2202,岡山區光潭路89巷23號前
18580,岡山分局,前峰派出所,KC101D2203,岡山區光潭路與光潭路88巷口
18581,岡山分局,前峰派出所,KC101D2204,岡山區光潭路99巷4號前
18582,岡山分局,前峰派出所,KC101D2205,岡山區光潭路98巷1號前
18583,岡山分局,前峰派出所,KC101D2206,岡山區光潭路117巷11號前
18584,岡山分局,前峰派出所,KC101D2207,岡山區光潭路116巷1號前
18585,岡山分局,前峰派出所,KC101D2208,岡山區光潭路135巷12號旁
18586,岡山分局,前峰派出所,KC101D2209,岡山區光潭路與光潭路134巷口
18587,岡山分局,前峰派出所,KC101D2210,岡山區光潭路與光潭路134巷口
18588,岡山分局,前峰派出所,KC101D2211,岡山區光潭路與光潭路134巷口
18589,岡山分局,前峰派出所,KC101D2212,岡山區光潭路134巷59號前
18590,岡山分局,前峰派出所,KC101D2213,岡山區光潭路98巷
18591,岡山分局,前峰派出所,KC101D2214,岡山區光潭路88巷60號前
18592,岡山分局,前峰派出所,KC101D2215,岡山區光潭路88巷60號前
18593,岡山分局,前峰派出所,KC101D2216,岡山區柳橋西路一段81巷22號對面
18594,岡山分局,前峰派出所,KC101D2217,岡山區柳橋西路一段30巷與45弄口
18595,岡山分局,前峰派出所,KC101D2218,岡山區協和路2巷12號前
18596,岡山分局,前峰派出所,KC101D2219,岡山區大勇街30巷1號對面
18597,岡山分局,前峰派出所,KC101D2220,岡山區大勇街30巷1號前
18598,岡山分局,前峰派出所,KC101D2221,岡山區大勇街110巷1弄15號對面
18599,岡山分局,前峰派出所,KC105A0175,協榮路與久和路口(快車道-向南)
18600,岡山分局,前峰派出所,KC105A0176,協榮路80號前(慢車道-向西)
18601,岡山分局,前峰派出所,KC105A0177,協榮路與久和路口(快車道-向北)
18602,岡山分局,前峰派出所,KC105A0178,協榮路與久和路口(慢車道-向東)
18603,岡山分局,前峰派出所,KC105A0179,協榮路與仁壽南路口(全景-向南)
18604,岡山分局,前峰派出所,KC105A0180,協榮路與久和路口(全景-向南)
18605,岡山分局,前峰派出所,KC105A0181,克難街國防部宿舍旁(向北)
18606,岡山分局,前峰派出所,KC105A0182,克難街國防部宿舍旁(向南)
18607,岡山分局,前峰派出所,KC106C0518,KC106C0518_本洲路、本工路(西向東)
18608,岡山分局,前峰派出所,KC106C0519,KC106C0519_本洲路、本工路(西向東)
18609,岡山分局,前峰派出所,KC106C0520,KC106C0520_本洲路、本工路(東向西)
18610,岡山分局,前峰派出所,KC106C0521,KC106C0521_本洲路、本工路(東向西)
18611,岡山分局,前峰派出所,KC109A0596,KC109A0596_介壽西路106號前電桿_岡建高幹6
18612,岡山分局,前峰派出所,KC109A0597,KC109A0597_介壽西路106號前電桿_岡建高幹6
18613,岡山分局,前峰派出所,KC109A0598,KC109A0598_介壽西路177號前路燈桿_協榮173
18614,岡山分局,前峰派出所,KC109A0599,KC109A0599_介壽西路177號前路燈桿_協榮173
18615,岡山分局,橋頭分駐所,KD00995,成功路往岡山(慢)(北)
18616,岡山分局,橋頭分駐所,KD00996,樹德路往成功路(慢)(東)
18617,岡山分局,橋頭分駐所,KD00997,樹德路往成功路(快)(東)
18618,岡山分局,橋頭分駐所,KD00998,樹德路往鄉公所(慢)(西)
18619,岡山分局,橋頭分駐所,KD00999,樹德路往鄉公所(快)(西)
18620,岡山分局,橋頭分駐所,KD01000,成功路往楠梓(慢)(南)
18621,岡山分局,橋頭分駐所,KD01001,成功路與樹德路口主機(全景1-西)
18622,岡山分局,橋頭分駐所,KD01002,成功路與樹德路口主機(全景2-南)
18623,岡山分局,橋頭分駐所,KC101C0287,橋南路66號前(向北)
18624,岡山分局,橋頭分駐所,KC101C0288,成功路81號前外側(向北)
18625,岡山分局,橋頭分駐所,KC101C0289,成功路81號前內側(向北)
18626,岡山分局,橋頭分駐所,KC101C0290,成功路與新興路口(全景向北)
18627,岡山分局,橋頭分駐所,KC101C0291,成功路52之2號錢內側(向南)
18628,岡山分局,橋頭分駐所,KC101C0292,成功路52之2號前外側(向南)
18629,岡山分局,橋頭分駐所,KC101C0293,新興路5號前(向東)
18630,岡山分局,橋頭分駐所,KD01023,仕隆豐路仕豐路往(西)
18631,岡山分局,橋頭分駐所,KD01024,仕豐南路往鄉公所(北)
18632,岡山分局,橋頭分駐所,KD01025,仕豐路往仕隆路(東)
18633,岡山分局,橋頭分駐所,KD01026,隆豐路往仕豐南路(南)
18634,岡山分局,橋頭分駐所,KD01027,仕豐路、隆豐南路全景(西)
18635,岡山分局,橋頭分駐所,KD01028,成功南路往高市外快車道(南)
18636,岡山分局,橋頭分駐所,KD01029,成功南路往高市內快車道(南)
18637,岡山分局,橋頭分駐所,KD01030,橋南路往仕隆南路(西)
18638,岡山分局,橋頭分駐所,KD01031,成功南路往橋頭外快車道(北)(104維)
18639,岡山分局,橋頭分駐所,KD01032,成功南路往橋頭內快車道(北)
18640,岡山分局,橋頭分駐所,KD01033,成功南路往高市慢車道(南)
18641,岡山分局,橋頭分駐所,KD01034,仕隆南路往橋南路(西)
18642,岡山分局,橋頭分駐所,KD01035,仕隆南路往仕豐路(西)
18643,岡山分局,橋頭分駐所,KD01036,橋南路往楠梓(南)
18644,岡山分局,橋頭分駐所,KD01037,橋南路往橋頭(北)(104維)
18645,岡山分局,橋頭分駐所,KD01038,成功南路全景(南)
18646,岡山分局,橋頭分駐所,KD01039,仕隆南路全景(東)
18647,岡山分局,橋頭分駐所,KD01040,橋南路全景(南)
18648,岡山分局,橋頭分駐所,KD01041,成功路往成功北路慢車道(北)
18649,岡山分局,橋頭分駐所,KD01042,成功路往成功北路快車道(北)
18650,岡山分局,橋頭分駐所,KD01043,林頭路往筆秀路(東)
18651,岡山分局,橋頭分駐所,KD01044,成功北路往成功路慢車道(南)
18652,岡山分局,橋頭分駐所,KD01045,成功北路往成功路快車道(南)
18653,岡山分局,橋頭分駐所,KD01046,筆秀路往林頭路(西)
18654,岡山分局,橋頭分駐所,KD01047,成功北、筆秀路全景(西)
18655,岡山分局,橋頭分駐所,KD01048,隆豐路往樹德路慢車(北)
18656,岡山分局,橋頭分駐所,KD01049,隆豐路往樹德路快車(北)
18657,岡山分局,橋頭分駐所,KD01050,白樹路往新興路(東)
18658,岡山分局,橋頭分駐所,KD01051,樹德路往隆豐路慢車(南)
18659,岡山分局,橋頭分駐所,KD01052,樹德路往隆豐路快車(南)
18660,岡山分局,橋頭分駐所,KD01053,新興路往白樹路(西)
18661,岡山分局,橋頭分駐所,KD01054,白樹路與隆豐路口主機(全景-北)
18662,岡山分局,橋頭分駐所,KD01720,五林路往東林社區
18663,岡山分局,橋頭分駐所,KD01721,里林東路往省道
18664,岡山分局,橋頭分駐所,KD01722,五林路往五林國小
18665,岡山分局,橋頭分駐所,KD01723,里林東路往西林社區
18666,岡山分局,橋頭分駐所,KD01724,里林東路與五林路口主機(全景)
18667,岡山分局,橋頭分駐所,KC100G1433,橋頭區橋南路與經武路口南向北
18668,岡山分局,橋頭分駐所,KC100G1434,橋頭區橋南路與經武路口東向西內車道
18669,岡山分局,橋頭分駐所,KC100G1435,橋頭區橋南路與經武路口東向西外車道
18670,岡山分局,橋頭分駐所,KC100G1436,橋頭區橋南路與經武路口北向南(全景)
18671,岡山分局,橋頭分駐所,KC100G1437,橋頭區橋南路與經武路口北向南
18672,岡山分局,橋頭分駐所,KC100G1438,橋頭區橋南路與經武路口北向南
18673,岡山分局,橋頭分駐所,KC100G1439,橋頭區經武路東向西
18674,岡山分局,橋頭分駐所,KC100G1440,橋頭區經武路東向西
18675,岡山分局,橋頭分駐所,KC100G1441,橋頭區白樹路與甲樹路東口向西(外車道)
18676,岡山分局,橋頭分駐所,KC100G1442,橋頭區白樹路與甲樹路口東向西(內車道)
18677,岡山分局,橋頭分駐所,KC100G1443,橋頭區白樹路與甲樹路口南向北
18678,岡山分局,橋頭分駐所,KC100G1444,橋頭區白樹路與甲樹路口西向東(外車道)
18679,岡山分局,橋頭分駐所,KC100G1445,橋頭區白樹路與甲樹路口西向東(內車道)
18680,岡山分局,橋頭分駐所,KC100G1446,橋頭區白樹路與甲樹路口西向東(全景)
18681,岡山分局,橋頭分駐所,KC100G1447,橋頭區白樹路與甲樹路口北向南
18682,岡山分局,橋頭分駐所,KC100G1448,橋頭區通燕路與中崎路南向北
18683,岡山分局,橋頭分駐所,KC100G1449,橋頭區通燕路與中崎路西向東
18684,岡山分局,橋頭分駐所,KC100G1450,橋頭區通燕路與中崎路西向東(全景)
18685,岡山分局,橋頭分駐所,KC100G1451,橋頭區通燕路與中崎路北向南
18686,岡山分局,橋頭分駐所,KC100G1452,橋頭區通燕路與中崎路東向西
18687,岡山分局,橋頭分駐所,KC101D2222,橋頭區成功路與公園路口
18688,岡山分局,橋頭分駐所,KC101D2223,橋頭區成功路與公園路口
18689,岡山分局,橋頭分駐所,KC101D2224,橋頭區成功路與新興路口
18690,岡山分局,橋頭分駐所,KC101D2225,橋頭區成功路與新興路口北往南
18691,岡山分局,橋頭分駐所,KC101D2226,橋頭區成功路8號旁(養護中心前)
18692,岡山分局,橋頭分駐所,KC101D2227,橋頭區成功路8號旁(養護中心前)
18693,岡山分局,橋頭分駐所,KC101D2228,橋頭區成功路與成功北路72巷口
18694,岡山分局,橋頭分駐所,KC101D2229,橋頭區成功北路134號前
18695,岡山分局,橋頭分駐所,KC101D2230,橋頭區成功北路136巷與成功北路136巷1弄口
18696,岡山分局,橋頭分駐所,KC101D2231,橋頭區德松路與民主街口
18697,岡山分局,橋頭分駐所,KC101D2232,橋頭區林北路與通黃巷口(北向)
18698,岡山分局,橋頭分駐所,KC101D2233,橋頭區林北路與芋林路口(東向)
18699,岡山分局,橋頭分駐所,KC101D2234,橋頭區林北路與芋林路口(南向)
18700,岡山分局,橋頭分駐所,KC101D2235,橋頭區里林西路與西林路口(西向)
18701,岡山分局,橋頭分駐所,KC101D2236,橋頭區里林西路與秋尾巷口(西向)
18702,岡山分局,橋頭分駐所,KC101D2237,橋頭區里林西路與秋尾巷口對面(東向)
18703,岡山分局,橋頭分駐所,KC101D2238,橋頭區仕隆南路與育才街口
18704,岡山分局,橋頭分駐所,KC101D2239,橋頭區仕隆路與曾營巷口(仕隆路36號旁)
18705,岡山分局,橋頭分駐所,KC101D2240,橋頭區橋中街與隆志街口
18706,岡山分局,橋頭分駐所,KC101D2241,橋頭區隆志街與義成巷口
18707,岡山分局,橋頭分駐所,KC101D2242,橋頭區南溝路與明信巷口(南溝路75號旁)
18708,岡山分局,橋頭分駐所,KC101D2243,橋頭區仕隆路與育才街口
18709,岡山分局,橋頭分駐所,KC101C0294,橋南路94號前(向南)
18710,岡山分局,橋頭分駐所,KC101C0295,橋南路94號向西
18711,岡山分局,橋頭分駐所,KC101C0296,成功南路89號 向北
18712,岡山分局,橋頭分駐所,KC101C0297,成功南路39號 向北
18713,岡山分局,橋頭分駐所,KC101C0298,成功路與仕隆路口北向南全景 
18714,岡山分局,橋頭分駐所,KC101C0299,成功路南路37號前(向南)
18715,岡山分局,橋頭分駐所,KC101C0300,成功路南路37號前(向南)
18716,岡山分局,橋頭分駐所,KC101C0301,成功路與仕隆路口(全景向東)
18717,岡山分局,橋頭分駐所,KC101C0302,仕隆路2號前向西
18718,岡山分局,橋頭分駐所,KC102D1374,橋頭區中正路與樹德路口(慢)
18719,岡山分局,橋頭分駐所,KC102D1383,橋頭區里林西路11號前
18720,岡山分局,橋頭分駐所,KC102D1384,橋頭區里林西路與建國巷口
18721,岡山分局,橋頭分駐所,KC102D1385,橋頭區西林路77號前
18722,岡山分局,橋頭分駐所,KC102D1386,橋頭區西林路與正成巷口
18723,岡山分局,橋頭分駐所,KC102D1387,橋頭區西林路23號前
18724,岡山分局,橋頭分駐所,KC102D1388,橋頭區林北路7號前
18725,岡山分局,橋頭分駐所,KC102D1389,橋頭區林北路15號前
18726,岡山分局,橋頭分駐所,KC102D1375,橋頭區中正路與樹德路口(快)
18727,岡山分局,橋頭分駐所,KC102D1376,橋頭區中正路與樹德路口
18728,岡山分局,橋頭分駐所,KC102D1377,橋頭區中正路與樹德路口
18729,岡山分局,橋頭分駐所,KC102D1378,橋頭區中正路與樹德路口
18730,岡山分局,橋頭分駐所,KC102D1379,橋頭區中正路與樹德路口(快)
18731,岡山分局,橋頭分駐所,KC102D1380,橋頭區中正路與樹德路口(慢)
18732,岡山分局,橋頭分駐所,KC102D1381,橋頭區樹德路208巷口
18733,岡山分局,橋頭分駐所,KC102D1382,橋頭區里林西路11號前
18734,岡山分局,橋頭分駐所,KC102D1390,橋頭區仕豐南路與大崎巷口
18735,岡山分局,橋頭分駐所,KC102D1399,橋頭區仕豐路146-37號旁
18736,岡山分局,橋頭分駐所,KC102D1400,橋頭區仕豐路158-67號旁
18737,岡山分局,橋頭分駐所,KC102D1401,橋頭區仕豐路158-68號旁
18738,岡山分局,橋頭分駐所,KC102D1402,橋頭區仕豐路與永吉巷
18739,岡山分局,橋頭分駐所,KC102D1403,橋頭區仕豐路與成功巷口
18740,岡山分局,橋頭分駐所,KC102D1404,橋頭區仕豐路與長記巷
18741,岡山分局,橋頭分駐所,KC102D1405,橋頭區仕豐路與博愛巷5號前
18742,岡山分局,橋頭分駐所,KC102D1391,橋頭區仕豐南路與仕龍東巷16弄口
18743,岡山分局,橋頭分駐所,KC102D1392,橋頭區仕龍東巷16弄與仕龍巷口
18744,岡山分局,橋頭分駐所,KC102D1393,橋頭區仕龍東巷16弄19號前
18745,岡山分局,橋頭分駐所,KC102D1394,橋頭區仕龍東巷16弄26號前
18746,岡山分局,橋頭分駐所,KC102D1395,橋頭區仕豐南路與長記巷
18747,岡山分局,橋頭分駐所,KC102D1396,橋頭區仕豐南路與長記巷
18748,岡山分局,橋頭分駐所,KC102D1397,橋頭區成功巷80號旁
18749,岡山分局,橋頭分駐所,KC102D1398,橋頭區成功巷73弄口
18750,岡山分局,橋頭分駐所,KC105A0191,鐵道北路71號前(向西)
18751,岡山分局,橋頭分駐所,KC105A0192,成功路與鐵道北路(向東)
18752,岡山分局,橋頭分駐所,KC105A0193,成功路與鐵道北路(全景-向西)
18753,岡山分局,橋頭分駐所,KC105A0194,鐵道北路82號前(全景-向北)
18754,岡山分局,橋頭分駐所,KC106C0500,KC106C0500_捷運橋頭火車站1號出口(西向東)
18755,岡山分局,橋頭分駐所,KC106C0501,KC106C0501_捷運橋頭火車站2號出口(南向北)
18756,岡山分局,橋頭分駐所,KC106C0503,KC106C0503_捷運橋頭糖廠站2號出口(東向西)
18757,岡山分局,橋頭分駐所,KC106C0504,KC106C0504_捷運橋頭糖廠站3號出口(南向北)
18758,岡山分局,橋頭分駐所,KC106C0505,KC106C0505_捷運青埔站1號出口(南向北)
